Date,Adj Close,2-year,5-year,10-year,T10Y2Y,VIXCLS,UNRATE,CPIAUCSL,FEDFUNDS,GDP
2013-11-25,16.420122146606445,0.3,1.37,2.74,2.44,12.79,6.74,234.5952,0.088,17195.437967391306
2013-11-26,16.722976684570312,0.29,1.34,2.71,2.42,12.81,6.733333333333333,234.61583333333334,0.08833333333333333,17195.500130434782
2013-11-27,17.116756439208984,0.28,1.36,2.74,2.46,12.98,6.726666666666667,234.63646666666665,0.08866666666666667,17195.562293478262
2013-11-29,17.4337158203125,0.28,1.37,2.75,2.47,13.7,6.713333333333334,234.67773333333332,0.08933333333333333,17195.68661956522
2013-12-02,17.281984329223633,0.3,1.43,2.81,2.51,14.23,6.6967741935483875,234.73735483870968,0.08935483870967742,17195.873108695654
2013-12-03,17.75506591796875,0.28,1.4,2.79,2.51,14.55,6.693548387096774,234.75570967741936,0.08870967741935483,17195.93527173913
2013-12-04,17.71368408203125,0.3,1.45,2.84,2.54,14.7,6.690322580645161,234.77406451612902,0.08806451612903225,17195.99743478261
2013-12-05,17.804611206054688,0.3,1.49,2.88,2.58,15.08,6.687096774193549,234.7924193548387,0.08741935483870968,17196.059597826086
2013-12-06,17.557552337646484,0.3,1.51,2.88,2.58,13.79,6.683870967741935,234.81077419354838,0.0867741935483871,17196.121760869566
2013-12-09,17.75852394104004,0.3,1.5,2.86,2.56,13.49,6.674193548387096,234.8658387096774,0.08483870967741935,17196.308250000002
2013-12-10,17.730926513671875,0.3,1.46,2.81,2.51,13.91,6.670967741935484,234.8841935483871,0.08419354838709678,17196.370413043478
2013-12-11,17.599571228027344,0.31,1.5,2.86,2.55,15.42,6.667741935483871,234.90254838709677,0.08354838709677419,17196.432576086958
2013-12-12,17.573862075805664,0.34,1.55,2.89,2.55,15.54,6.664516129032258,234.92090322580646,0.08290322580645161,17196.494739130434
2013-12-13,17.38229751586914,0.34,1.55,2.88,2.54,15.76,6.661290322580645,234.93925806451614,0.08225806451612903,17196.556902173914
2013-12-16,17.47854995727539,0.34,1.55,2.89,2.55,16.03,6.651612903225806,234.99432258064516,0.08032258064516129,17196.74339130435
2013-12-17,17.39986228942871,0.34,1.52,2.85,2.51,16.21,6.648387096774194,235.01267741935484,0.07967741935483871,17196.805554347826
2013-12-18,17.267559051513672,0.32,1.55,2.89,2.57,13.8,6.645161290322581,235.03103225806453,0.07903225806451614,17196.867717391306
2013-12-19,17.069730758666992,0.35,1.63,2.94,2.59,14.15,6.641935483870967,235.0493870967742,0.07838709677419355,17196.929880434785
2013-12-20,17.212690353393555,0.37,1.66,2.89,2.52,13.79,6.638709677419355,235.06774193548387,0.07774193548387097,17196.99204347826
2013-12-23,17.873268127441406,0.38,1.68,2.94,2.56,13.04,6.629032258064516,235.12280645161292,0.07580645161290323,17197.178532608697
2013-12-24,17.797399520874023,0.38,1.73,2.99,2.61,12.48,6.625806451612903,235.1411612903226,0.07516129032258065,17197.240695652174
2013-12-26,17.67920684814453,0.42,1.74,3.0,2.58,12.33,6.619354838709677,235.17787096774194,0.0738709677419355,17197.365021739133
2013-12-27,17.559751510620117,0.4,1.74,3.02,2.62,12.46,6.616129032258065,235.19622580645162,0.0732258064516129,17197.42718478261
2013-12-30,17.385120391845703,0.39,1.71,2.99,2.6,13.56,6.606451612903226,235.25129032258064,0.07129032258064516,17197.613673913045
2013-12-31,17.588912963867188,0.38,1.75,3.04,2.66,13.72,6.603225806451612,235.26964516129033,0.07064516129032258,17197.67583695652
2014-01-02,17.341548919677734,0.39,1.72,3.0,2.61,14.23,6.603225806451612,235.29635483870968,0.07,17201.302111111112
2014-01-03,16.960622787475586,0.41,1.73,3.01,2.6,13.76,6.606451612903226,235.30470967741937,0.07,17204.866222222223
2014-01-06,17.053110122680664,0.4,1.7,2.98,2.58,13.55,6.616129032258065,235.3297741935484,0.07,17215.558555555555
2014-01-07,16.93115234375,0.4,1.69,2.96,2.56,12.92,6.619354838709677,235.33812903225808,0.07,17219.122666666666
2014-01-08,17.03837013244629,0.43,1.77,3.01,2.58,12.87,6.62258064516129,235.34648387096775,0.07,17222.68677777778
2014-01-09,16.82080078125,0.44,1.75,2.97,2.53,12.89,6.625806451612903,235.35483870967744,0.07,17226.25088888889
2014-01-10,16.70855140686035,0.39,1.64,2.88,2.49,12.14,6.629032258064516,235.3631935483871,0.07,17229.815000000002
2014-01-13,16.796024322509766,0.39,1.6,2.84,2.45,13.28,6.638709677419355,235.38825806451612,0.07,17240.507333333335
2014-01-14,17.130239486694336,0.39,1.65,2.88,2.49,12.28,6.641935483870967,235.39661290322582,0.07,17244.071444444446
2014-01-15,17.474163055419922,0.41,1.68,2.9,2.49,12.28,6.645161290322581,235.40496774193548,0.07,17247.635555555556
2014-01-16,17.376657485961914,0.41,1.66,2.86,2.45,12.53,6.648387096774194,235.41332258064517,0.07,17251.199666666667
2014-01-17,16.950904846191406,0.4,1.64,2.84,2.44,12.44,6.651612903225806,235.42167741935484,0.07,17254.763777777778
2014-01-21,17.214252471923828,0.4,1.67,2.85,2.45,12.87,6.664516129032258,235.45509677419355,0.07,17269.020222222225
2014-01-22,17.290756225585938,0.44,1.72,2.87,2.43,12.84,6.667741935483871,235.4634516129032,0.07,17272.584333333336
2014-01-23,17.437164306640625,0.39,1.62,2.79,2.4,13.77,6.670967741935484,235.4718064516129,0.07,17276.148444444447
2014-01-24,17.12019920349121,0.37,1.58,2.75,2.38,18.14,6.674193548387096,235.48016129032257,0.07,17279.712555555558
2014-01-27,17.259090423583984,0.37,1.61,2.78,2.41,17.42,6.683870967741935,235.50522580645162,0.07,17290.40488888889
2014-01-28,15.879613876342773,0.38,1.59,2.77,2.39,15.8,6.687096774193549,235.51358064516128,0.07,17293.969
2014-01-29,15.699346542358398,0.36,1.52,2.69,2.33,17.35,6.690322580645161,235.52193548387098,0.07,17297.53311111111
2014-01-30,15.668935775756836,0.36,1.55,2.72,2.36,17.29,6.693548387096774,235.53029032258064,0.07,17301.097222222223
2014-01-31,15.694647789001465,0.34,1.49,2.67,2.33,18.41,6.6967741935483875,235.53864516129033,0.07,17304.661333333333
2014-02-03,15.723797798156738,0.3,1.44,2.61,2.31,21.44,6.7,235.58135714285714,0.07071428571428572,17315.35366666667
2014-02-04,15.95141315460205,0.31,1.46,2.64,2.33,19.11,6.7,235.5985357142857,0.07107142857142858,17318.91777777778
2014-02-05,16.070558547973633,0.32,1.5,2.7,2.38,19.95,6.7,235.6157142857143,0.07142857142857144,17322.48188888889
2014-02-06,16.16421890258789,0.33,1.52,2.73,2.4,17.23,6.7,235.63289285714285,0.07178571428571429,17326.046000000002
2014-02-07,16.390356063842773,0.3,1.47,2.71,2.41,15.29,6.7,235.65007142857144,0.07214285714285715,17329.610111111113
2014-02-10,16.683984756469727,0.32,1.48,2.7,2.38,15.26,6.7,235.70160714285714,0.07321428571428572,17340.302444444445
2014-02-11,16.9038143157959,0.35,1.54,2.75,2.4,14.51,6.7,235.7187857142857,0.07357142857142858,17343.866555555556
2014-02-12,16.90255355834961,0.35,1.59,2.8,2.45,14.3,6.7,235.7359642857143,0.07392857142857143,17347.430666666667
2014-02-13,17.17095947265625,0.32,1.51,2.73,2.41,14.14,6.7,235.75314285714285,0.07428571428571429,17350.994777777778
2014-02-14,17.157079696655273,0.32,1.53,2.75,2.43,13.57,6.7,235.77032142857144,0.07464285714285715,17354.55888888889
2014-02-18,17.22016143798828,0.31,1.5,2.71,2.4,13.87,6.7,235.8390357142857,0.07607142857142858,17368.815333333336
2014-02-19,16.948286056518555,0.33,1.53,2.73,2.4,15.5,6.7,235.8562142857143,0.07642857142857143,17372.379444444447
2014-02-20,16.752107620239258,0.34,1.57,2.76,2.42,14.79,6.7,235.87339285714285,0.07678571428571429,17375.943555555557
2014-02-21,16.566030502319336,0.33,1.56,2.73,2.4,14.68,6.7,235.89057142857143,0.07714285714285715,17379.50766666667
2014-02-24,16.638568878173828,0.35,1.57,2.75,2.4,14.23,6.7,235.94210714285714,0.07821428571428572,17390.2
2014-02-25,16.465425491333008,0.34,1.53,2.7,2.36,13.67,6.7,235.9592857142857,0.07857142857142857,17393.76411111111
2014-02-26,16.316875457763672,0.33,1.5,2.67,2.34,14.35,6.7,235.9764642857143,0.07892857142857143,17397.328222222222
2014-02-27,16.642356872558594,0.33,1.49,2.65,2.32,14.04,6.7,235.99364285714285,0.07928571428571429,17400.892333333333
2014-02-28,16.597248077392578,0.33,1.51,2.66,2.33,14.0,6.7,236.01082142857143,0.07964285714285714,17404.456444444448
2014-03-03,16.645193099975586,0.32,1.46,2.6,2.28,16.0,6.667741935483871,236.0563870967742,0.08064516129032258,17415.14877777778
2014-03-04,16.754947662353516,0.33,1.54,2.7,2.37,14.1,6.651612903225806,236.07058064516127,0.08096774193548387,17418.71288888889
2014-03-05,16.7902774810791,0.33,1.54,2.7,2.37,13.89,6.635483870967742,236.08477419354838,0.08129032258064517,17422.277000000002
2014-03-06,16.739500045776367,0.37,1.57,2.74,2.37,14.21,6.619354838709677,236.09896774193547,0.08161290322580646,17425.841111111113
2014-03-07,16.729726791381836,0.38,1.65,2.8,2.42,14.11,6.603225806451613,236.11316129032258,0.08193548387096775,17429.405222222224
2014-03-10,16.74485969543457,0.37,1.64,2.79,2.42,14.2,6.554838709677419,236.15574193548386,0.08290322580645161,17440.097555555556
2014-03-11,16.90791893005371,0.37,1.62,2.77,2.4,14.8,6.538709677419355,236.16993548387097,0.0832258064516129,17443.661666666667
2014-03-12,16.9243221282959,0.37,1.59,2.73,2.36,14.47,6.52258064516129,236.18412903225806,0.08354838709677419,17447.225777777778
2014-03-13,16.736345291137695,0.34,1.53,2.66,2.32,16.22,6.506451612903226,236.19832258064514,0.08387096774193549,17450.789888888892
2014-03-14,16.548370361328125,0.36,1.55,2.65,2.29,17.82,6.490322580645161,236.21251612903225,0.08419354838709678,17454.354000000003
2014-03-17,16.61302947998047,0.38,1.58,2.7,2.32,15.64,6.441935483870968,236.25509677419353,0.08516129032258064,17465.046333333335
2014-03-18,16.759998321533203,0.36,1.56,2.68,2.32,14.52,6.425806451612903,236.26929032258064,0.08548387096774193,17468.610444444446
2014-03-19,16.75558853149414,0.47,1.75,2.78,2.31,15.12,6.409677419354839,236.28348387096773,0.08580645161290322,17472.174555555557
2014-03-20,16.674842834472656,0.45,1.73,2.79,2.34,14.52,6.393548387096774,236.29767741935484,0.08612903225806451,17475.738666666668
2014-03-21,16.806354522705078,0.45,1.73,2.75,2.3,15.0,6.37741935483871,236.31187096774192,0.08645161290322581,17479.30277777778
2014-03-24,17.005691528320312,0.47,1.76,2.74,2.27,15.09,6.329032258064516,236.3544516129032,0.08741935483870968,17489.99511111111
2014-03-25,17.188621520996094,0.47,1.76,2.75,2.28,14.02,6.312903225806452,236.36864516129032,0.08774193548387096,17493.559222222222
2014-03-26,17.02429962158203,0.45,1.7,2.71,2.26,14.93,6.296774193548387,236.3828387096774,0.08806451612903225,17497.123333333337
2014-03-27,16.951126098632812,0.45,1.7,2.69,2.24,14.62,6.280645161290323,236.3970322580645,0.08838709677419354,17500.687444444447
2014-03-28,16.932201385498047,0.45,1.74,2.73,2.28,14.41,6.264516129032258,236.4112258064516,0.08870967741935484,17504.25155555556
2014-03-31,16.92842674255371,0.44,1.73,2.73,2.29,13.88,6.216129032258065,236.4538064516129,0.08967741935483871,17514.94388888889
2014-04-01,17.083274841308594,0.44,1.74,2.77,2.33,13.1,6.2,236.468,0.09,17518.508
2014-04-02,17.111656188964844,0.47,1.8,2.82,2.35,13.09,6.203333333333333,236.483,0.09,17521.64778021978
2014-04-03,16.993070602416992,0.46,1.79,2.8,2.34,13.37,6.206666666666667,236.498,0.09,17524.787560439563
2014-04-04,16.773242950439453,0.43,1.71,2.74,2.31,13.96,6.21,236.51299999999998,0.09,17527.927340659342
2014-04-07,16.509889602661133,0.41,1.68,2.71,2.3,15.57,6.22,236.558,0.09,17537.346681318682
2014-04-08,16.50894546508789,0.4,1.67,2.69,2.29,14.89,6.223333333333334,236.57299999999998,0.09,17540.48646153846
2014-04-09,16.725929260253906,0.37,1.65,2.71,2.34,13.82,6.226666666666667,236.588,0.09,17543.626241758244
2014-04-10,16.510204315185547,0.37,1.59,2.65,2.28,15.89,6.23,236.603,0.09,17546.766021978023
2014-04-11,16.388147354125977,0.37,1.58,2.63,2.26,17.03,6.233333333333333,236.618,0.09,17549.905802197805
2014-04-14,16.45343780517578,0.37,1.61,2.65,2.28,16.11,6.243333333333333,236.663,0.09,17559.325142857146
2014-04-15,16.33611297607422,0.39,1.63,2.64,2.25,15.61,6.246666666666667,236.678,0.09,17562.464923076925
2014-04-16,16.36922264099121,0.39,1.67,2.65,2.26,14.18,6.25,236.69299999999998,0.09,17565.604703296704
2014-04-17,16.556251525878906,0.43,1.75,2.73,2.3,13.36,6.253333333333333,236.708,0.09,17568.744483516486
2014-04-21,16.752750396728516,0.42,1.74,2.73,2.31,13.25,6.266666666666667,236.768,0.09,17581.303604395605
2014-04-22,16.76946258544922,0.45,1.76,2.73,2.28,13.19,6.27,236.78300000000002,0.09,17584.443384615384
2014-04-23,16.550264358520508,0.43,1.73,2.7,2.27,13.27,6.273333333333333,236.798,0.09,17587.583164835167
2014-04-24,17.90708351135254,0.43,1.74,2.7,2.27,13.32,6.276666666666666,236.813,0.09,17590.722945054946
2014-04-25,18.03860092163086,0.43,1.72,2.68,2.25,14.06,6.28,236.828,0.09,17593.862725274725
2014-04-28,18.737199783325195,0.44,1.73,2.7,2.26,13.97,6.29,236.873,0.09,17603.282065934065
2014-04-29,18.681692123413086,0.44,1.74,2.71,2.27,13.71,6.293333333333333,236.888,0.09,17606.421846153848
2014-04-30,18.611045837402344,0.42,1.69,2.67,2.25,13.41,6.296666666666667,236.90300000000002,0.09,17609.561626373626
2014-05-01,18.65488624572754,0.41,1.66,2.63,2.22,13.25,6.3,236.918,0.09,17612.70140659341
2014-05-02,18.689571380615234,0.42,1.67,2.6,2.18,12.91,6.293548387096774,236.92809677419356,0.09032258064516129,17615.841186813188
2014-05-05,18.95387840270996,0.43,1.68,2.63,2.2,13.29,6.274193548387097,236.9583870967742,0.09129032258064516,17625.26052747253
2014-05-06,18.74728775024414,0.43,1.68,2.61,2.18,13.8,6.267741935483871,236.96848387096776,0.09161290322580645,17628.400307692307
2014-05-07,18.681692123413086,0.41,1.65,2.62,2.21,13.4,6.261290322580645,236.9785806451613,0.09193548387096774,17631.54008791209
2014-05-08,18.648387908935547,0.4,1.63,2.61,2.21,13.43,6.254838709677419,236.98867741935484,0.09225806451612903,17634.67986813187
2014-05-09,18.570682525634766,0.4,1.63,2.62,2.22,12.92,6.248387096774193,236.9987741935484,0.09258064516129032,17637.819648351648
2014-05-12,18.801889419555664,0.41,1.67,2.66,2.25,12.23,6.229032258064516,237.02906451612904,0.0935483870967742,17647.238989010988
2014-05-13,18.831382751464844,0.39,1.62,2.61,2.22,12.13,6.22258064516129,237.0391612903226,0.09387096774193548,17650.37876923077
2014-05-14,18.83487319946289,0.39,1.57,2.54,2.15,12.17,6.216129032258064,237.04925806451612,0.09419354838709677,17653.51854945055
2014-05-15,18.674711227416992,0.38,1.55,2.5,2.12,13.17,6.209677419354838,237.05935483870968,0.09451612903225806,17656.65832967033
2014-05-16,18.950321197509766,0.38,1.56,2.52,2.14,12.44,6.203225806451613,237.06945161290324,0.09483870967741935,17659.79810989011
2014-05-19,19.17487144470215,0.36,1.56,2.54,2.18,12.42,6.183870967741935,237.09974193548388,0.09580645161290323,17669.21745054945
2014-05-20,19.17867660522461,0.35,1.53,2.52,2.17,12.96,6.177419354838709,237.1098387096774,0.09612903225806452,17672.35723076923
2014-05-21,19.229415893554688,0.37,1.55,2.54,2.17,11.91,6.170967741935484,237.11993548387096,0.0964516129032258,17675.497010989013
2014-05-22,19.25986099243164,0.37,1.57,2.56,2.19,12.03,6.164516129032258,237.13003225806452,0.0967741935483871,17678.63679120879
2014-05-23,19.477428436279297,0.37,1.55,2.54,2.17,11.36,6.158064516129032,237.14012903225807,0.0970967741935484,17681.77657142857
2014-05-27,19.842153549194336,0.39,1.56,2.52,2.13,11.51,6.132258064516129,237.18051612903224,0.09838709677419355,17694.335692307694
2014-05-28,19.79078483581543,0.37,1.5,2.44,2.07,11.68,6.1258064516129025,237.1906129032258,0.09870967741935484,17697.475472527472
2014-05-29,20.151384353637695,0.37,1.52,2.45,2.08,11.57,6.119354838709677,237.20070967741935,0.09903225806451613,17700.61525274725
2014-05-30,20.07590103149414,0.37,1.54,2.48,2.11,11.4,6.112903225806451,237.2108064516129,0.09935483870967743,17703.755032967034
2014-06-02,19.937938690185547,0.39,1.6,2.54,2.15,11.58,6.103333333333333,237.2399,0.09966666666666667,17713.174373626374
2014-06-03,20.219894409179688,0.41,1.65,2.6,2.19,11.87,6.1066666666666665,237.2488,0.09933333333333334,17716.314153846153
2014-06-04,20.450782775878906,0.41,1.65,2.61,2.2,12.08,6.109999999999999,237.2577,0.099,17719.453934065936
2014-06-05,20.531015396118164,0.4,1.63,2.59,2.19,11.68,6.113333333333333,237.26659999999998,0.09866666666666667,17722.593714285715
2014-06-06,20.474567413330078,0.41,1.66,2.6,2.19,10.73,6.116666666666666,237.2755,0.09833333333333334,17725.733494505494
2014-06-09,20.80219078063965,0.43,1.69,2.62,2.19,11.15,6.126666666666666,237.3022,0.09733333333333334,17735.152835164834
2014-06-10,20.924291610717773,0.45,1.71,2.64,2.19,10.99,6.13,237.31109999999998,0.097,17738.292615384617
2014-06-11,20.837703704833984,0.44,1.7,2.65,2.21,11.6,6.133333333333333,237.32,0.09666666666666666,17741.432395604395
2014-06-12,20.489151000976562,0.42,1.66,2.58,2.16,12.56,6.136666666666667,237.3289,0.09633333333333334,17744.572175824174
2014-06-13,20.264925003051758,0.45,1.7,2.6,2.15,12.18,6.14,237.3378,0.096,17747.711956043957
2014-06-16,20.469173431396484,0.49,1.71,2.61,2.12,12.65,6.15,237.3645,0.095,17757.131296703297
2014-06-17,20.44253158569336,0.51,1.77,2.66,2.15,12.06,6.153333333333333,237.3734,0.09466666666666666,17760.271076923076
2014-06-18,20.46473503112793,0.48,1.71,2.61,2.13,10.61,6.156666666666666,237.3823,0.09433333333333334,17763.410857142855
2014-06-19,20.39369010925293,0.48,1.71,2.64,2.16,10.62,6.16,237.3912,0.094,17766.550637362638
2014-06-20,20.18277931213379,0.5,1.71,2.63,2.13,10.85,6.163333333333333,237.40009999999998,0.09366666666666666,17769.690417582417
2014-06-23,20.165027618408203,0.48,1.72,2.63,2.15,10.98,6.173333333333334,237.4268,0.09266666666666666,17779.109758241757
2014-06-24,20.04292106628418,0.49,1.7,2.59,2.1,12.13,6.176666666666667,237.4357,0.09233333333333334,17782.24953846154
2014-06-25,20.06067657470703,0.48,1.68,2.57,2.09,11.59,6.18,237.44459999999998,0.092,17785.38931868132
2014-06-26,20.180564880371094,0.46,1.64,2.53,2.07,11.63,6.183333333333334,237.4535,0.09166666666666666,17788.529098901097
2014-06-27,20.420330047607422,0.45,1.64,2.54,2.09,11.26,6.1866666666666665,237.4624,0.09133333333333334,17791.66887912088
2014-06-30,20.631242752075195,0.47,1.62,2.53,2.06,11.57,6.196666666666667,237.48909999999998,0.09033333333333333,17801.08821978022
2014-07-01,20.76222801208496,0.47,1.66,2.58,2.11,11.15,6.2,237.498,0.09,17804.228
2014-07-02,20.75334358215332,0.49,1.71,2.64,2.15,10.82,6.1967741935483875,237.4967741935484,0.09,17805.40029347826
2014-07-03,20.875452041625977,0.52,1.74,2.65,2.13,10.32,6.193548387096774,237.49554838709676,0.09,17806.57258695652
2014-07-07,21.3061466217041,0.52,1.74,2.63,2.11,11.33,6.180645161290323,237.4906451612903,0.09,17811.261760869565
2014-07-08,21.168502807617188,0.51,1.7,2.58,2.07,11.98,6.17741935483871,237.4894193548387,0.09,17812.434054347825
2014-07-09,21.177385330200195,0.51,1.68,2.57,2.06,11.65,6.174193548387096,237.4881935483871,0.09,17813.606347826088
2014-07-10,21.099679946899414,0.46,1.66,2.55,2.09,12.59,6.170967741935484,237.48696774193547,0.09,17814.778641304347
2014-07-11,21.139638900756836,0.48,1.65,2.53,2.05,12.08,6.167741935483871,237.48574193548387,0.09,17815.95093478261
2014-07-14,21.41270637512207,0.48,1.68,2.55,2.07,11.82,6.158064516129032,237.48206451612904,0.09,17819.46781521739
2014-07-15,21.161836624145508,0.49,1.7,2.56,2.07,11.96,6.154838709677419,237.4808387096774,0.09,17820.64010869565
2014-07-16,21.041955947875977,0.5,1.71,2.55,2.05,11.0,6.151612903225806,237.4796129032258,0.09,17821.812402173913
2014-07-17,20.66676139831543,0.47,1.65,2.47,2.0,14.54,6.148387096774194,237.47838709677418,0.09,17822.984695652172
2014-07-18,20.96425437927246,0.51,1.69,2.5,1.99,12.06,6.145161290322581,237.47716129032258,0.09,17824.156989130435
2014-07-21,20.85546875,0.51,1.7,2.49,1.98,12.81,6.135483870967742,237.47348387096775,0.09,17827.673869565217
2014-07-22,21.028636932373047,0.49,1.68,2.48,1.99,12.24,6.132258064516129,237.47225806451613,0.09,17828.84616304348
2014-07-23,21.57699966430664,0.5,1.67,2.48,1.98,11.52,6.129032258064516,237.47103225806453,0.09,17830.01845652174
2014-07-24,21.541471481323242,0.53,1.72,2.52,1.99,11.84,6.125806451612903,237.4698064516129,0.09,17831.19075
2014-07-25,21.68356704711914,0.53,1.69,2.48,1.95,12.69,6.12258064516129,237.4685806451613,0.09,17832.36304347826
2014-07-28,21.98326301574707,0.54,1.73,2.5,1.96,12.56,6.112903225806451,237.46490322580647,0.09,17835.879923913042
2014-07-29,21.841182708740234,0.54,1.7,2.47,1.93,13.28,6.109677419354838,237.46367741935484,0.09,17837.052217391305
2014-07-30,21.790130615234375,0.56,1.77,2.57,2.01,13.33,6.106451612903226,237.46245161290324,0.09,17838.224510869564
2014-07-31,21.224000930786133,0.53,1.76,2.58,2.05,16.95,6.103225806451612,237.4612258064516,0.09,17839.396804347827
2014-08-01,21.3416690826416,0.47,1.67,2.52,2.05,17.03,6.1,237.46,0.09,17840.569097826086
2014-08-04,21.221784591674805,0.47,1.66,2.51,2.04,15.12,6.080645161290322,237.46164516129033,0.09,17844.08597826087
2014-08-05,21.117443084716797,0.47,1.66,2.49,2.02,16.87,6.074193548387097,237.4621935483871,0.09,17845.25827173913
2014-08-06,21.081918716430664,0.48,1.66,2.49,2.01,16.37,6.067741935483871,237.46274193548388,0.09,17846.43056521739
