Date,Open,High,Low,Close,Adj Close,Volume
10/16/2018,17.713333,18.492001,17.482668,18.439333,18.439333,142896000
10/17/2018,18.826668,18.846666,17.719999,18.118668,18.118668,129832500
10/18/2018,17.952667,18.066668,17.533333,17.594,17.594,81318000
10/19/2018,17.826,17.977333,16.9,17.333332,17.333332,140632500
10/22/2018,17.378668,17.457333,16.839333,17.396667,17.396667,84004500
10/23/2018,17.591333,19.862,17.473333,19.609333,19.609333,285417000
10/24/2018,20.07,20.296,19.048668,19.233334,19.233334,300874500
10/25/2018,21.148001,21.4,20.067333,20.990667,20.990667,312610500
10/26/2018,20.549999,22.66,20.443333,22.059999,22.059999,411382500
10/29/2018,22.497999,23.143999,21.766666,22.323334,22.323334,217290000
10/30/2018,21.892668,22.526667,21.483999,21.993334,21.993334,136900500
10/31/2018,22.169333,22.799999,21.940001,22.488001,22.488001,114364500
11/1/2018,22.550667,23.189333,22.315332,22.952,22.952,120001500
11/2/2018,22.916,23.280001,22.727333,23.094,23.094,117120000
11/5/2018,22.700001,22.930668,22.009333,22.76,22.76,117465000
11/6/2018,22.604668,23.253332,22.406,22.737333,22.737333,101443500
11/7/2018,22.889334,23.412001,22.719999,23.210667,23.210667,110617500
11/8/2018,23.233334,23.838667,23.229334,23.426666,23.426666,106360500
11/9/2018,23.266666,23.6,23.015333,23.367332,23.367332,76482000
11/12/2018,23.224667,23.318666,22.022667,22.085333,22.085333,104122500
11/13/2018,22.210667,22.98,22.146667,22.582001,22.582001,81729000
11/14/2018,22.846666,23.140667,22.476667,22.933332,22.933332,75604500
11/15/2018,22.822001,23.238667,22.602667,23.229334,23.229334,69385500
11/16/2018,23.012667,23.713333,23.007999,23.620667,23.620667,108093000
11/19/2018,23.756001,24.450001,23.525333,23.564667,23.564667,145633500
11/20/2018,22.783333,23.32,22.236668,23.166,23.166,120070500
11/21/2018,23.466667,23.540001,22.493334,22.546,22.546,70302000
11/23/2018,22.290001,22.5,21.703333,21.722,21.722,63039000
11/26/2018,21.666668,23.081333,21.666668,23.066668,23.066668,119881500
11/27/2018,22.67,23.130667,22.366667,22.927999,22.927999,95374500
11/28/2018,23.066,23.218666,22.813999,23.191334,23.191334,61914000
11/29/2018,23.133333,23.166668,22.636667,22.744667,22.744667,46210500
11/30/2018,22.788668,23.440001,22.550667,23.365334,23.365334,84436500
12/3/2018,24,24.4,23.466667,23.899332,23.899332,124597500
12/4/2018,23.736668,24.578667,23.466667,23.98,23.98,126928500
12/6/2018,23.733999,24.492001,23.384001,24.204,24.204,117637500
12/7/2018,24.6,25.299334,23.843332,23.864668,23.864668,172668000
12/10/2018,24,24.398666,23.541332,24.343332,24.343332,99202500
12/11/2018,24.660667,24.811333,24.015333,24.450666,24.450666,94632000
12/12/2018,24.628,24.794001,24.344,24.440001,24.440001,75405000
12/13/2018,24.676666,25.162666,24.450001,25.119333,25.119333,110488500
12/14/2018,25,25.191334,24.288668,24.380667,24.380667,95064000
12/17/2018,24.133333,24.379999,22.925333,23.228001,23.228001,115110000
12/18/2018,23.369333,23.436666,22.246,22.468666,22.468666,106500000
12/19/2018,22.506666,23.134001,21.982668,22.198,22.198,124113000
12/20/2018,21.803333,22.019333,20.791332,21.025333,21.025333,136078500
12/21/2018,21.16,21.564667,20.829332,21.318001,21.318001,120252000
12/24/2018,20.9,20.966667,19.68,19.692667,19.692667,83398500
12/26/2018,20,21.798,19.606001,21.739332,21.739332,122446500
12/27/2018,21.322666,21.478001,20.1,21.075333,21.075333,128626500
12/28/2018,21.540001,22.416,21.227333,22.257999,22.257999,149085000
12/31/2018,22.519333,22.614,21.684,22.186666,22.186666,94534500
1/2/2019,20.406668,21.008667,19.92,20.674667,20.674667,174879000
1/3/2019,20.466667,20.626667,19.825333,20.024,20.024,104478000
1/4/2019,20.4,21.200001,20.181999,21.179333,21.179333,110911500
1/7/2019,21.448,22.449333,21.183332,22.330667,22.330667,113268000
1/8/2019,22.797333,22.934,21.801332,22.356667,22.356667,105127500
1/9/2019,22.366667,22.9,22.098,22.568666,22.568666,81493500
1/10/2019,22.293333,23.025999,22.119333,22.997999,22.997999,90846000
1/11/2019,22.806,23.227333,22.584667,23.150667,23.150667,75586500
1/14/2019,22.825333,22.833332,22.266666,22.293333,22.293333,78709500
1/15/2019,22.333332,23.253332,22.299999,22.962,22.962,90849000
1/16/2019,22.985332,23.466667,22.9,23.07,23.07,70375500
1/17/2019,23.080667,23.433332,22.943333,23.153999,23.153999,55150500
1/18/2019,21.533333,21.808666,19.982,20.150667,20.150667,362262000
1/22/2019,20.321333,20.533333,19.700001,19.927999,19.927999,181000500
1/23/2019,19.5,19.633333,18.779333,19.172667,19.172667,187950000
1/24/2019,18.868668,19.578667,18.618668,19.434,19.434,120183000
1/25/2019,19.625999,19.901333,19.303333,19.802668,19.802668,108744000
1/28/2019,19.527332,19.830667,19.183332,19.758667,19.758667,96349500
1/29/2019,19.684668,19.903999,19.453333,19.830667,19.830667,69325500
1/30/2019,20.030001,20.6,19.899332,20.584667,20.584667,168754500
1/31/2019,20.066668,20.770666,19.6,20.468,20.468,188538000
2/1/2019,20.361334,21.073334,20.233334,20.813999,20.813999,109251000
2/4/2019,20.865334,21.02,20.125334,20.859333,20.859333,110281500
2/5/2019,20.832666,21.496,20.816668,21.423332,21.423332,101142000
2/6/2019,21.306,21.615999,21.041332,21.148001,21.148001,75577500
2/7/2019,20.886667,20.98,20.200001,20.500668,20.500668,97809000
2/8/2019,20.455334,20.496668,19.9,20.386667,20.386667,87663000
2/11/2019,20.773333,21.24,20.700001,20.856001,20.856001,106945500
2/12/2019,21.08,21.212667,20.641333,20.787333,20.787333,82764000
2/13/2019,20.823334,20.85,20.371332,20.544666,20.544666,77124000
2/14/2019,20.225332,20.451332,20.066668,20.251333,20.251333,78012000
2/15/2019,20.299999,20.533333,20.26,20.525333,20.525333,58573500
2/19/2019,20.437332,20.769333,20.364668,20.375999,20.375999,62526000
2/20/2019,20.294001,20.42,19.933332,20.170668,20.170668,107131500
2/21/2019,20.120667,20.216,19.366667,19.415333,19.415333,133638000
2/22/2019,19.632668,19.766666,19.473333,19.647333,19.647333,86109000
2/25/2019,19.860666,20.193333,19.799999,19.917999,19.917999,99397500
2/26/2019,19.481333,20.134001,19.251333,19.857332,19.857332,128737500
2/27/2019,20.118668,21.086666,20.036667,20.982668,20.982668,167758500
2/28/2019,21.261333,21.333332,20.720667,21.325333,21.325333,157810500
3/1/2019,20.462667,20.475332,19.459999,19.652666,19.652666,343671000
3/4/2019,19.874666,19.933332,18.851999,19.024,19.024,256452000
3/5/2019,18.799999,18.933332,18.006666,18.436001,18.436001,281470500
3/6/2019,18.431999,18.767332,18.292667,18.416,18.416,155032500
3/7/2019,18.589333,18.98,18.283333,18.439333,18.439333,141637500
3/8/2019,18.460667,19.039333,18.392668,18.942667,18.942667,132294000
3/11/2019,18.901333,19.418667,18.700001,19.394667,19.394667,110884500
3/12/2019,19.099333,19.204666,18.737333,18.890667,18.890667,112561500
3/13/2019,18.926666,19.466,18.846666,19.264,19.264,102670500
3/14/2019,19.496668,19.692667,19.219334,19.330667,19.330667,106551000
3/15/2019,18.900667,18.914667,18.293333,18.362,18.362,221782500
3/18/2019,18.4,18.536667,17.82,17.966,17.966,154215000
3/19/2019,17.833332,18.219999,17.563999,17.831333,17.831333,177009000
3/20/2019,17.979334,18.331333,17.753332,18.24,18.24,103623000
3/21/2019,18.173332,18.43,17.896667,18.268,18.268,89206500
3/22/2019,18.172001,18.186666,17.6,17.635332,17.635332,131184000
3/25/2019,17.313999,17.545334,16.964001,17.361334,17.361334,153225000
3/26/2019,17.629333,18.017332,17.628668,17.851334,17.851334,110263500
3/27/2019,17.916668,18.358,17.878668,18.322001,18.322001,131688000
3/28/2019,18.477333,18.688667,18.34,18.574667,18.574667,101611500
3/29/2019,18.58,18.677334,18.299999,18.657333,18.657333,89869500
4/1/2019,18.841333,19.280001,18.752001,19.278667,19.278667,121656000
4/2/2019,19.219999,19.296,18.925333,19.058666,19.058666,82183500
4/3/2019,19.154667,19.744667,19.144667,19.454,19.454,118791000
4/4/2019,17.459333,18.08,17.372667,17.851999,17.851999,355810500
4/5/2019,17.990667,18.406668,17.740667,18.330667,18.330667,195574500
4/8/2019,18.512667,18.743999,18.029333,18.213333,18.213333,156156000
4/9/2019,18.110001,18.333332,17.974001,18.153999,18.153999,88560000
4/10/2019,18.449333,18.558666,18.192667,18.403999,18.403999,105919500
4/11/2019,17.886667,18.033333,17.706667,17.894667,17.894667,147538500
4/12/2019,18.014668,18.129999,17.788668,17.846666,17.846666,101190000
4/15/2019,17.908667,17.925333,17.242001,17.758667,17.758667,150579000
4/16/2019,17.716667,18.333332,17.648001,18.224001,18.224001,109093500
4/17/2019,18.316668,18.319332,17.902666,18.082001,18.082001,76897500
4/18/2019,18.082001,18.322666,17.983334,18.217333,18.217333,88144500
4/22/2019,17.933332,17.978666,17.498667,17.516666,17.516666,182206500
4/23/2019,17.343332,17.706667,17.049999,17.593332,17.593332,164158500
4/24/2019,17.59,17.688,17.200001,17.243999,17.243999,160912500
4/25/2019,17,17.266666,16.404667,16.508667,16.508667,327741000
4/26/2019,16.433332,16.445333,15.408667,15.676,15.676,335410500
4/29/2019,15.724,16.265333,15.478,16.098,16.098,250717500
4/30/2019,16.137333,16.280666,15.8,15.912667,15.912667,141969000
5/1/2019,15.923333,16,15.433333,15.600667,15.600667,160566000
5/2/2019,16.368,16.475332,15.848,16.273333,16.273333,272389500
5/3/2019,16.257334,17.107332,16.232668,17.002001,17.002001,355602000
5/6/2019,16.667999,17.223333,16.566668,17.022667,17.022667,162508500
5/7/2019,17.120001,17.147333,16.34,16.470667,16.470667,151971000
5/8/2019,16.462667,16.706667,16.280001,16.322666,16.322666,92646000
5/9/2019,16.133333,16.245333,15.796,16.132,16.132,100671000
5/10/2019,15.983333,16.132668,15.734667,15.968,15.968,105124500
5/13/2019,15.467333,15.498,14.966667,15.134,15.134,162522000
5/14/2019,15.286667,15.633333,15.2,15.487333,15.487333,108786000
5/15/2019,15.288,15.496,15.016667,15.463333,15.463333,109440000
5/16/2019,15.299333,15.4,15.1,15.222,15.222,112249500
5/17/2019,14.797333,14.816,13.928,14.068667,14.068667,266800500
5/20/2019,13.52,13.733333,13.016667,13.690667,13.690667,307893000
5/21/2019,13.184,13.826667,13.069333,13.672,13.672,270058500
5/22/2019,13.273333,13.596,12.785333,12.848667,12.848667,280278000
5/23/2019,12.956,13.298,12.414667,13.032667,13.032667,398206500
5/24/2019,13.322,13.332,12.583333,12.708667,12.708667,212049000
5/28/2019,12.746667,13,12.523333,12.58,12.58,154693500
5/29/2019,12.473333,12.826,12.336,12.657333,12.657333,179529000
5/30/2019,12.583333,12.817333,12.468,12.548,12.548,118897500
5/31/2019,12.34,12.661333,12.273333,12.344,12.344,156100500
6/3/2019,12.367333,12.445333,11.799333,11.931333,11.931333,195966000
6/4/2019,12.073333,12.932,11.974,12.906667,12.906667,207112500
6/5/2019,13.245333,13.418667,12.79,13.106,13.106,202662000
6/6/2019,13.629333,14.066667,13.453333,13.73,13.73,303633000
6/7/2019,13.666667,14.056,13.566667,13.633333,13.633333,240052500
6/10/2019,14.016667,14.462667,13.934,14.192,14.192,158775000
6/11/2019,14.609333,14.726667,14.233333,14.473333,14.473333,174802500
6/12/2019,14.863333,14.892,13.933333,13.950667,13.950667,227962500
6/13/2019,14.025333,14.326667,13.834,14.260667,14.260667,122524500
6/14/2019,14.083333,14.443333,14.026667,14.328,14.328,111501000
6/17/2019,14.365333,15.133333,14.284667,15.002,15.002,184752000
6/18/2019,15.248,15.649333,14.837333,14.982667,14.982667,190737000
6/19/2019,15.007333,15.184667,14.737333,15.095333,15.095333,98626500
6/20/2019,14.866667,15.126667,14.423333,14.641333,14.641333,177952500
6/21/2019,14.414667,14.812,14.366667,14.790667,14.790667,123031500
6/24/2019,14.882667,15.057333,14.734667,14.909333,14.909333,86262000
6/25/2019,14.959333,15.022667,14.632667,14.650667,14.650667,92731500
6/26/2019,14.687333,15.148667,14.54,14.618,14.618,127608000
6/27/2019,14.63,14.86,14.49,14.856,14.856,95095500
6/28/2019,14.732667,15.011333,14.72,14.897333,14.897333,102771000
7/1/2019,15.347333,15.54,15.085333,15.144667,15.144667,123201000
7/2/2019,15.259333,15.276667,14.814667,14.97,14.97,138885000
7/3/2019,15.959333,16.104668,15.634,15.66,15.66,213016500
7/5/2019,15.638,15.696667,15.386667,15.54,15.54,105985500
7/8/2019,15.416,15.483333,15.244,15.356,15.356,88207500
7/9/2019,15.264667,15.4,15.152,15.337333,15.337333,92862000
7/10/2019,15.61,15.929333,15.542667,15.928,15.928,137185500
7/11/2019,15.876,16.1,15.72,15.906667,15.906667,112716000
7/12/2019,15.983333,16.358667,15.980667,16.338667,16.338667,138007500
7/15/2019,16.533333,16.961332,16.323999,16.9,16.9,165001500
7/16/2019,16.620001,16.902,16.528667,16.825333,16.825333,122235000
7/17/2019,17.044666,17.220667,16.889999,16.990667,16.990667,146470500
7/18/2019,17.003332,17.049999,16.792667,16.902666,16.902666,71379000
7/19/2019,17.046,17.330667,16.974667,17.212,17.212,105726000
7/22/2019,17.25,17.476667,16.945999,17.045334,17.045334,102636000
7/23/2019,17.114,17.365334,16.966667,17.344667,17.344667,75346500
7/24/2019,17.278,17.738001,17.210667,17.658667,17.658667,166092000
7/25/2019,15.566667,15.633333,15.036667,15.254667,15.254667,336274500
7/26/2019,15.128,15.350667,14.816667,15.202667,15.202667,150415500
7/29/2019,15.139333,15.729333,15.068667,15.718,15.718,139099500
7/30/2019,15.526667,16.224001,15.478667,16.150667,16.150667,121635000
7/31/2019,16.200001,16.445333,15.776667,16.107332,16.107332,137673000
8/1/2019,16.176666,16.300667,15.451333,15.59,15.59,123892500
8/2/2019,15.423333,15.751333,15.282,15.622667,15.622667,92047500
8/5/2019,15.306667,15.424667,15.052,15.221333,15.221333,105424500
8/6/2019,15.458667,15.5,15.05,15.383333,15.383333,83463000
8/7/2019,15.1,15.571333,15.053333,15.561333,15.561333,71647500
8/8/2019,15.63,15.986667,15.51,15.886667,15.886667,79114500
8/9/2019,15.736667,15.930667,15.587333,15.667333,15.667333,58473000
8/12/2019,15.532667,15.718,15.25,15.267333,15.267333,69958500
8/13/2019,15.254,15.733333,15.17,15.666667,15.666667,72721500
8/14/2019,15.414,15.433333,14.446,14.641333,14.641333,143439000
8/15/2019,14.724,14.770667,14.103333,14.376,14.376,122394000
8/16/2019,14.444,14.816,14.401333,14.662667,14.662667,76477500
8/19/2019,14.947333,15.188667,14.78,15.122,15.122,79644000
8/20/2019,15.174667,15.272667,14.969333,15.057333,15.057333,61878000
8/21/2019,14.800667,14.881333,14.506667,14.722,14.722,116914500
8/22/2019,14.853333,15.026667,14.548,14.81,14.81,98385000
8/23/2019,14.664667,14.744667,14.066667,14.093333,14.093333,128079000
8/26/2019,14.24,14.334667,14.102667,14.333333,14.333333,75778500
8/27/2019,14.382667,14.586667,14.135333,14.272,14.272,81243000
8/28/2019,14.246,14.483333,14.154,14.372667,14.372667,48382500
8/29/2019,14.6,14.893333,14.533333,14.780667,14.780667,77692500
8/30/2019,15.276667,15.496,14.947333,15.040667,15.040667,139809000
9/3/2019,14.938667,15.263333,14.877333,15.000667,15.000667,80311500
9/4/2019,15.126,15.230667,14.614,14.712,14.712,86415000
9/5/2019,14.833333,15.32,14.723333,15.305333,15.305333,110929500
9/6/2019,15.146667,15.309333,15.011333,15.163333,15.163333,62841000
9/9/2019,15.333333,15.584,15.282,15.452667,15.452667,72040500
9/10/2019,15.386667,15.702667,15.262667,15.702667,15.702667,73255500
9/11/2019,15.825333,16.544666,15.733333,16.473333,16.473333,150642000
9/12/2019,16.513332,16.9,16.293333,16.391333,16.391333,128718000
9/13/2019,16.464001,16.563334,16.324667,16.346666,16.346666,79696500
9/16/2019,16.4,16.495333,16.077999,16.187332,16.187332,70921500
9/17/2019,16.164667,16.373333,16.024668,16.319332,16.319332,57981000
9/18/2019,16.333332,16.544666,16.158001,16.232668,16.232668,62553000
9/19/2019,16.4,16.529333,16.322666,16.440001,16.440001,71937000
9/20/2019,16.432667,16.463333,15.877333,16.041332,16.041332,95295000
9/23/2019,16,16.345333,15.948,16.082001,16.082001,65103000
9/24/2019,16.101334,16.132668,14.840667,14.880667,14.880667,193372500
9/25/2019,14.970667,15.265333,14.557333,15.246667,15.246667,141406500
9/26/2019,15.377333,16.220667,15.16,16.170668,16.170668,178267500
9/27/2019,16.146667,16.580667,15.915333,16.142,16.142,166746000
9/30/2019,16.200001,16.265333,15.740667,16.058001,16.058001,88197000
10/1/2019,16.1,16.396667,15.942,16.312668,16.312668,92439000
10/2/2019,16.219334,16.309999,15.962,16.208668,16.208668,84471000
10/3/2019,15.457333,15.632,14.952,15.535333,15.535333,226267500
10/4/2019,15.440667,15.652,15.204667,15.428667,15.428667,119925000
10/7/2019,15.32,15.904,15.236667,15.848,15.848,120963000
10/8/2019,15.724667,16.262667,15.633333,16.003332,16.003332,130173000
10/9/2019,16.087999,16.486668,16.043333,16.302,16.302,103416000
10/10/2019,16.351999,16.618668,16.105333,16.316,16.316,94249500
10/11/2019,16.476667,16.738667,16.454,16.525999,16.525999,127131000
10/14/2019,16.526667,17.236668,16.475332,17.130667,17.130667,153075000
10/15/2019,17.18,17.333332,16.941334,17.192667,17.192667,96492000
10/16/2019,17.159332,17.473333,17.128,17.316668,17.316668,100261500
10/17/2019,17.5,17.652,17.344667,17.464666,17.464666,71539500
10/18/2019,17.379999,17.52,17.006666,17.129999,17.129999,86247000
10/21/2019,17.222,17.299999,16.678667,16.9,16.9,75304500
10/22/2019,16.954666,17.222,16.723333,17.038668,17.038668,69012000
10/23/2019,16.966667,17.076,16.756666,16.978666,16.978666,78916500
10/24/2019,19.891333,20.328667,19.280001,19.978666,19.978666,445813500
10/25/2019,19.848,22,19.740667,21.875334,21.875334,450091500
10/28/2019,21.836,22.722668,21.506666,21.847334,21.847334,283054500
10/29/2019,21.332666,21.620001,20.983334,21.081333,21.081333,190264500
10/30/2019,20.866667,21.252666,20.664667,21.000668,21.000668,144627000
10/31/2019,20.873333,21.266666,20.866667,20.994667,20.994667,76005000
11/1/2019,21.087999,21.098667,20.653334,20.887333,20.887333,95758500
11/4/2019,20.986668,21.462667,20.617332,21.164667,21.164667,131805000
11/5/2019,21.308001,21.567333,21.074667,21.148001,21.148001,104151000
11/6/2019,21.200001,21.781334,20.966667,21.771999,21.771999,119113500
11/7/2019,21.942667,22.766666,21.868,22.369333,22.369333,217009500
11/8/2019,22.299999,22.497334,22.166668,22.476,22.476,91038000
11/11/2019,22.93,23.279333,22.799999,23.006001,23.006001,149800500
11/12/2019,23.126667,23.358,22.936001,23.328667,23.328667,110391000
11/13/2019,23.666668,23.755333,23.011999,23.073999,23.073999,126301500
11/14/2019,23.073999,23.589333,22.860666,23.290001,23.290001,96973500
11/15/2019,23.375999,23.52,23.224001,23.478001,23.478001,72135000
11/18/2019,23.528,23.543333,23.073334,23.332666,23.332666,66006000
11/19/2019,23.450001,23.999332,23.186666,23.968,23.968,115872000
11/20/2019,24,24.08,23.304667,23.481333,23.481333,100876500
11/21/2019,23.634001,24.056,23.6,23.655333,23.655333,91650000
11/22/2019,22.677334,22.733334,22,22.202667,22.202667,253059000
11/25/2019,22.954666,22.971333,22.297333,22.422667,22.422667,185092500
11/26/2019,22.351334,22.366667,21.806667,21.927999,21.927999,119211000
11/27/2019,22.074667,22.261999,21.904667,22.086,22.086,83334000
11/29/2019,22.073999,22.084,21.833332,21.996,21.996,36984000
12/2/2019,21.959999,22.425333,21.912666,22.324667,22.324667,91117500
12/3/2019,22.174667,22.527332,22.146,22.413334,22.413334,98605500
12/4/2019,22.516666,22.524,22.190001,22.202,22.202,82995000
12/5/2019,22.188667,22.294666,21.816668,22.024668,22.024668,55869000
12/6/2019,22.333332,22.590668,22.318001,22.392668,22.392668,114186000
12/9/2019,22.439333,22.963333,22.338667,22.635332,22.635332,135346500
12/10/2019,22.664,23.382,22.620667,23.256001,23.256001,132424500
12/11/2019,23.458668,23.812668,23.406,23.513332,23.513332,103467000
12/12/2019,23.661333,24.182667,23.548668,23.978666,23.978666,116458500
12/13/2019,24.07,24.347334,23.642668,23.892668,23.892668,98563500
12/16/2019,24.17,25.573999,24.166668,25.433332,25.433332,272613000
12/17/2019,25.266001,25.700001,25.059999,25.266001,25.266001,127452000
12/18/2019,25.375334,26.348,25.372,26.209999,26.209999,211815000
12/19/2019,26.488001,27.123333,26.433332,26.936001,26.936001,271606500
12/20/2019,27.352667,27.533333,26.679333,27.039333,27.039333,221290500
12/23/2019,27.452,28.134001,27.333332,27.948,27.948,199794000
12/24/2019,27.890667,28.364668,27.512667,28.35,28.35,120820500
12/26/2019,28.527332,28.898666,28.423332,28.729334,28.729334,159508500
12/27/2019,29,29.020666,28.407333,28.691999,28.691999,149185500
12/30/2019,28.586,28.6,27.284,27.646667,27.646667,188796000
12/31/2019,27,28.086,26.805332,27.888666,27.888666,154285500
1/2/2020,28.299999,28.713333,28.114,28.684,28.684,142981500
1/3/2020,29.366667,30.266666,29.128,29.534,29.534,266677500
1/6/2020,29.364668,30.104,29.333332,30.102667,30.102667,151995000
1/7/2020,30.76,31.441999,30.224001,31.270666,31.270666,268231500
1/8/2020,31.58,33.232666,31.215334,32.809334,32.809334,467164500
1/9/2020,33.139999,33.253334,31.524668,32.089333,32.089333,426606000
1/10/2020,32.119331,32.329334,31.58,31.876667,31.876667,194392500
1/13/2020,32.900002,35.042,32.799999,34.990665,34.990665,397764000
1/14/2020,36.284,36.493999,34.993332,35.861332,35.861332,434943000
1/15/2020,35.317333,35.855999,34.452667,34.566666,34.566666,260532000
1/16/2020,32.916668,34.297333,32.811333,34.232666,34.232666,326050500
1/17/2020,33.840668,34.377998,33.543999,34.033333,34.033333,204436500
1/21/2020,35.349998,36.571999,35.227333,36.48,36.48,267052500
1/22/2020,38.125999,39.633331,37.273335,37.970669,37.970669,470535000
1/23/2020,37.616669,38.799999,37.040001,38.146667,38.146667,294765000
1/24/2020,38.042,38.257332,36.950668,37.654667,37.654667,215304000
1/27/2020,36.132668,37.629333,35.952,37.201332,37.201332,204121500
1/28/2020,37.899334,38.453999,37.205334,37.793331,37.793331,176827500
1/29/2020,38.379333,39.32,37.828667,38.732666,38.732666,267022500
1/30/2020,42.161331,43.391998,41.200001,42.720669,42.720669,435085500
1/31/2020,42.666668,43.533333,42.167999,43.371334,43.371334,235789500
2/3/2020,44.912666,52.409332,44.901333,52,52,705975000
2/4/2020,58.863998,64.599335,55.591999,59.137333,59.137333,914082000
2/5/2020,54.883999,56.398666,46.940666,48.98,48.98,726357000
2/6/2020,46.661331,53.055332,45.799999,49.930668,49.930668,598212000
2/7/2020,48.703335,51.316666,48.666668,49.871334,49.871334,255952500
2/10/2020,53.333332,54.666,50.16,51.418667,51.418667,370338000
2/11/2020,51.252666,52.234001,50.533333,51.625332,51.625332,175462500
2/12/2020,51.858002,52.650002,50.891335,51.152668,51.152668,180337500
2/13/2020,49.456001,54.533333,49,53.599998,53.599998,394339500
2/14/2020,52.481335,54.198002,52.366669,53.335335,53.335335,235405500
2/18/2020,56.106667,57.333332,55.490665,57.226665,57.226665,245725500
2/19/2020,61.566666,62.985332,60.068001,61.161331,61.161331,381345000
2/20/2020,60.796665,60.799999,57.329334,59.960667,59.960667,264523500
2/21/2020,60.465332,60.870667,58.696667,60.066666,60.066666,214722000
2/24/2020,55.933334,57.566666,54.813332,55.585999,55.585999,227883000
2/25/2020,56.599998,57.106667,52.466667,53.327332,53.327332,259357500
2/26/2020,52.166668,54.220669,51.740665,51.919998,51.919998,211282500
2/27/2020,48.666668,49.318001,44.599998,45.266666,45.266666,364158000
2/28/2020,41.98,46.034668,40.768002,44.532665,44.532665,363343500
3/2/2020,47.417332,49.579334,45.778,49.574669,49.574669,302925000
3/3/2020,53.666668,53.798668,47.740665,49.700668,49.700668,386760000
3/4/2020,50.930668,51.101334,48.315334,49.966667,49.966667,225735000
3/5/2020,48.251331,49.716667,47.871334,48.302666,48.302666,162790500
3/6/2020,46,47.133331,45.618,46.898666,46.898666,189943500
3/9/2020,40.359333,44.200001,40.333332,40.533333,40.533333,256105500
3/10/2020,43.962002,44.533333,40.533333,43.021999,43.021999,233916000
3/11/2020,42.68,43.571999,40.866669,42.282001,42.282001,199837500
3/12/2020,38.726002,39.633331,36.416668,37.369999,37.369999,283636500
3/13/2020,39.666668,40.504665,33.466667,36.441334,36.441334,339604500
3/16/2020,31.299999,32.991333,29.478001,29.671333,29.671333,307342500
3/17/2020,29.334,31.456667,26.4,28.68,28.68,359919000
3/18/2020,25.933332,26.990667,23.367332,24.081333,24.081333,356793000
3/19/2020,24.98,30.133333,23.897333,28.509333,28.509333,452932500
3/20/2020,29.213333,31.799999,28.386,28.502001,28.502001,424282500
3/23/2020,28.906668,29.466667,27.366667,28.952667,28.952667,246817500
3/24/2020,31.82,34.245998,31.6,33.666668,33.666668,343428000
3/25/2020,36.349998,37.133331,34.074001,35.950001,35.950001,318340500
3/26/2020,36.492668,37.333332,34.150002,35.210667,35.210667,260710500
3/27/2020,33.666668,35.053333,32.935333,34.290668,34.290668,215661000
3/30/2020,34.017334,34.443333,32.748669,33.475334,33.475334,179971500
3/31/2020,33.416668,36.197334,33.133331,34.933334,34.933334,266572500
4/1/2020,33.599998,34.263332,31.673332,32.104,32.104,200298000
4/2/2020,32.068668,32.950668,29.76,30.298,30.298,297876000
