Date,Adj Close,Volume,USD_KRX_close,5-year,10-year,20-year,T10Y2Y,VIXCLS
2020-05-01,70.665375,240616800.0,1212.959961,0.36,0.64,1.04,0.44,37.19
2020-05-04,71.665222,133568000.0,1223.780029,0.36,0.64,1.05,0.45,35.97
2020-05-05,72.740829,147751200.0,1222.449951,0.36,0.66,1.07,0.47,33.61
2020-05-06,73.49131,142333600.0,1221.25,0.37,0.72,1.16,0.55,34.12
2020-05-07,74.251579,115215200.0,1228.530029,0.29,0.63,1.05,0.5,31.44
2020-05-08,76.018875,133838400.0,1218.630005,0.33,0.69,1.12,0.53,27.98
2020-05-11,77.215065,145946400.0,1218.699951,0.36,0.73,1.16,0.56,27.57
2020-05-12,76.332626,162301200.0,1222.400024,0.34,0.69,1.11,0.52,33.04
2020-05-13,75.410988,200622400.0,1225.650024,0.31,0.64,1.07,0.48,35.28
2020-05-14,75.874275,158929200.0,1226.550049,0.31,0.63,1.03,0.47,32.61
2020-05-15,75.42569,166348400.0,1225.459961,0.31,0.64,1.05,0.48,31.89
2020-05-18,77.20282,135178400.0,1232.089966,0.38,0.73,1.17,0.55,29.3
2020-05-19,76.756691,101729600.0,1224.199951,0.35,0.7,1.15,0.53,30.53
2020-05-20,78.249489,111504800.0,1224.319946,0.34,0.68,1.19,0.52,27.99
2020-05-21,77.666084,102688800.0,1226.550049,0.35,0.68,1.16,0.51,29.53
2020-05-22,78.166138,81803200.0,1233.390015,0.34,0.66,1.12,0.49,28.16
2020-05-26,77.636681,125522000.0,1240.02002,0.35,0.69,1.19,0.51,28.01
2020-05-27,77.974953,112945200.0,1230.869995,0.34,0.68,1.19,0.49,27.62
2020-05-28,78.009247,133560800.0,1238.300049,0.34,0.7,1.23,0.53,28.59
2020-05-29,77.933266,153532400.0,1237.97998,0.3,0.65,1.18,0.49,27.51
2020-06-01,78.891678,80791200.0,1230.469971,0.31,0.66,1.22,0.52,28.23
2020-06-02,79.256927,87642800.0,1222.98999,0.32,0.68,1.24,0.51,26.84
2020-06-03,79.69323,104491200.0,1219.140015,0.38,0.77,1.32,0.58,25.66
2020-06-04,79.006897,87560400.0,1215.819946,0.4,0.82,1.38,0.63,25.81
2020-06-05,81.257095,137250400.0,1215.380005,0.47,0.91,1.46,0.69,24.52
2020-06-08,81.737534,95654400.0,1201.109985,0.45,0.88,1.43,0.66,25.81
2020-06-09,84.318626,147712400.0,1195.72998,0.4,0.84,1.37,0.64,27.57
2020-06-10,86.487938,166651600.0,1197.300049,0.33,0.75,1.31,0.58,27.57
2020-06-11,82.335609,201662400.0,1189.73999,0.32,0.66,1.19,0.47,40.79
2020-06-12,83.046448,200146000.0,1204.76001,0.33,0.71,1.24,0.52,36.09
2020-06-15,84.073502,138808800.0,1202.609985,0.33,0.71,1.24,0.52,34.4
2020-06-16,86.301636,165428800.0,1206.900024,0.34,0.75,1.31,0.54,33.67
2020-06-17,86.181526,114406400.0,1211.150024,0.34,0.74,1.3,0.55,33.47
2020-06-18,86.215851,96820400.0,1214.349976,0.34,0.71,1.24,0.52,32.94
2020-06-19,85.72316,264476000.0,1211.359985,0.33,0.7,1.23,0.51,35.12
2020-06-22,87.966011,135445200.0,1210.890015,0.34,0.71,1.23,0.52,31.77
2020-06-23,89.843628,212155600.0,1208.0,0.33,0.72,1.25,0.54,31.37
2020-06-24,88.257713,192623200.0,1207.949951,0.33,0.69,1.21,0.5,33.84
2020-06-25,89.429375,137522400.0,1205.25,0.32,0.68,1.2,0.51,32.22
2020-06-26,86.681595,205256800.0,1201.52002,0.3,0.64,1.15,0.47,34.73
2020-06-29,88.679314,130646000.0,1202.630005,0.28,0.64,1.16,0.48,31.78
2020-06-30,89.419563,140223200.0,1198.48999,0.29,0.66,1.18,0.5,30.43
2020-07-01,89.250427,110737200.0,1198.390015,0.31,0.69,1.2,0.52,28.62
2020-07-02,89.250427,114041600.0,1200.699951,0.29,0.68,1.2,0.52,27.68
2020-07-06,91.637886,118655600.0,1198.5,0.31,0.69,1.21,0.53,27.94
2020-07-07,91.353561,112424400.0,1190.930054,0.29,0.65,1.15,0.49,29.43
2020-07-08,93.481201,117092000.0,1195.699951,0.3,0.67,1.16,0.51,28.08
2020-07-09,93.883179,125642800.0,1192.02002,0.28,0.62,1.09,0.46,29.26
2020-07-10,94.047424,90257200.0,1195.77002,0.3,0.65,1.12,0.49,27.29
2020-07-13,93.613564,191649200.0,1199.52002,0.3,0.64,1.11,0.48,32.19
2020-07-14,95.16272,170989200.0,1203.780029,0.28,0.63,1.09,0.49,29.52
2020-07-15,95.817184,153198000.0,1203.97998,0.28,0.64,1.11,0.48,27.76
2020-07-16,94.638145,110577600.0,1200.469971,0.28,0.62,1.09,0.46,28.0
2020-07-17,94.446953,92186800.0,1204.22998,0.29,0.64,1.11,0.5,25.68
2020-07-20,96.43734,90318000.0,1202.530029,0.29,0.62,1.1,0.46,24.46
2020-07-21,95.106346,103433200.0,1200.030029,0.27,0.61,1.09,0.47,24.84
2020-07-22,95.373512,89001600.0,1192.73999,0.27,0.6,1.08,0.46,24.32
2020-07-23,91.03244,197004400.0,1197.22998,0.27,0.59,1.03,0.43,26.08
2020-07-24,90.806931,185438800.0,1200.939941,0.27,0.59,1.03,0.45,25.84
2020-07-27,92.959076,121214000.0,1200.48999,0.3,0.62,1.05,0.47,24.74
2020-07-28,91.431999,103625600.0,1195.920044,0.26,0.59,1.01,0.45,25.44
2020-07-29,93.184608,90329200.0,1199.369995,0.25,0.58,1.03,0.46,24.1
2020-07-30,94.312157,158130000.0,1190.72998,0.23,0.55,0.98,0.44,24.76
2020-07-31,104.185555,374336800.0,1189.560059,0.21,0.55,0.98,0.44,24.46
2020-08-03,106.810799,308151200.0,1193.390015,0.22,0.56,1.01,0.45,24.28
2020-08-04,107.524094,173071600.0,1191.76001,0.19,0.52,0.96,0.41,23.76
2020-08-05,107.913826,121776800.0,1192.25,0.22,0.55,1.0,0.44,22.99
2020-08-06,111.678848,202428800.0,1185.180054,0.21,0.55,0.98,0.44,22.65
2020-08-07,109.139755,198045600.0,1183.170044,0.23,0.57,1.01,0.44,22.21
2020-08-10,110.726074,212403600.0,1188.150024,0.24,0.59,1.04,0.45,22.13
2020-08-11,107.433121,187902400.0,1185.189941,0.27,0.64,1.1,0.48,24.03
2020-08-12,111.003578,165598000.0,1184.97998,0.3,0.69,1.15,0.53,22.28
2020-08-13,112.968063,210082000.0,1182.75,0.32,0.71,1.2,0.55,22.13
2020-08-14,112.867378,165565200.0,1184.119995,0.29,0.71,1.21,0.57,22.05
2020-08-17,112.572693,119561600.0,1186.040039,0.29,0.69,1.19,0.55,21.35
2020-08-18,113.51075,105633600.0,1183.099976,0.27,0.67,1.16,0.53,21.51
2020-08-19,113.653175,145538000.0,1183.640015,0.29,0.68,1.2,0.54,22.54
2020-08-20,116.175095,126907200.0,1181.209961,0.26,0.65,1.15,0.52,22.72
2020-08-21,122.161873,338054800.0,1184.290039,0.27,0.64,1.13,0.48,22.54
2020-08-24,123.622971,345937600.0,1191.199951,0.28,0.65,1.14,0.51,22.37
2020-08-25,122.608803,211495600.0,1188.25,0.3,0.69,1.18,0.54,22.03
2020-08-26,124.276161,163022400.0,1186.459961,0.28,0.69,1.2,0.53,23.27
2020-08-27,122.79052,155552400.0,1183.849976,0.31,0.74,1.28,0.58,24.47
2020-08-28,122.591614,187630000.0,1186.579956,0.28,0.74,1.29,0.6,22.96
2020-08-31,126.748955,225702700.0,1179.589966,0.28,0.72,1.26,0.58,26.41
2020-09-01,131.797699,151948100.0,1187.040039,0.26,0.68,1.2,0.55,26.12
2020-09-02,129.067047,200119000.0,1184.920044,0.26,0.66,1.16,0.52,26.57
2020-09-03,118.733849,257599600.0,1188.650024,0.24,0.63,1.13,0.5,33.6
2020-09-04,118.812424,332607200.0,1190.780029,0.3,0.72,1.25,0.58,30.75
2020-09-08,110.816933,231366600.0,1186.810059,0.28,0.69,1.22,0.55,31.46
2020-09-09,115.237038,176940500.0,1189.23999,0.28,0.71,1.25,0.57,28.81
2020-09-10,111.475037,182274400.0,1184.380005,0.26,0.68,1.22,0.54,29.71
2020-09-11,110.011497,180860300.0,1187.22998,0.26,0.67,1.21,0.54,26.87
2020-09-14,113.311852,140150100.0,1186.969971,0.27,0.68,1.21,0.54,25.85
2020-09-15,113.48864,184642000.0,1180.839966,0.27,0.68,1.21,0.54,25.59
2020-09-16,110.139191,154679000.0,1179.25,0.28,0.69,1.23,0.55,26.04
2020-09-17,108.380951,178011000.0,1172.069946,0.28,0.69,1.22,0.56,26.46
2020-09-18,104.943092,287104900.0,1168.650024,0.29,0.7,1.24,0.56,25.83
2020-09-21,108.125587,195713800.0,1163.98999,0.27,0.68,1.22,0.54,27.78
2020-09-22,109.82486,183055400.0,1163.849976,0.27,0.68,1.21,0.55,26.86
2020-09-23,105.21814,150718700.0,1162.5,0.28,0.68,1.21,0.54,28.58
2020-09-24,106.298615,167743300.0,1169.72998,0.27,0.67,1.19,0.53,28.51
2020-09-25,110.286522,149981400.0,1168.5,0.26,0.66,1.19,0.54,26.38
2020-09-28,112.918961,137672400.0,1173.439941,0.26,0.67,1.2,0.53,26.19
2020-09-29,112.0644,99382200.0,1166.410034,0.24,0.66,1.19,0.55,26.27
2020-09-30,113.753845,142675200.0,1167.859985,0.28,0.69,1.23,0.56,26.37
2020-10-01,114.716461,116120400.0,1163.780029,0.27,0.68,1.23,0.54,26.7
2020-10-02,111.01339,144712000.0,1161.97998,0.28,0.7,1.25,0.57,27.63
2020-10-05,114.431602,106243800.0,1165.359985,0.33,0.78,1.34,0.64,27.96
2020-10-06,111.150909,161498200.0,1156.089966,0.32,0.76,1.33,0.62,29.48
2020-10-07,113.036819,96849000.0,1163.890015,0.35,0.81,1.37,0.65,28.06
2020-10-08,112.928764,83477200.0,1156.5,0.33,0.78,1.34,0.65,26.36
2020-10-09,114.89325,100506900.0,1150.359985,0.34,0.79,1.34,0.63,25.0
2020-10-12,122.19136,240226800.0,1142.650024,,,,0.63,25.07
2020-10-13,118.949936,262330500.0,1146.400024,0.31,0.74,1.29,0.58,26.07
2020-10-14,119.038345,150712000.0,1147.890015,0.3,0.73,1.28,0.59,26.4
2020-10-15,118.566849,112559200.0,1146.310059,0.32,0.74,1.29,0.6,26.97
2020-10-16,116.906853,115393800.0,1144.130005,0.32,0.76,1.3,0.62,27.41
2020-10-19,113.920845,120639300.0,1141.180054,0.34,0.78,1.32,0.62,29.18
2020-10-20,115.423683,124423700.0,1137.0,0.34,0.81,1.37,0.67,29.35
2020-10-21,114.795029,89946000.0,1136.0,0.36,0.83,1.4,0.69,28.65
2020-10-22,113.694916,101988000.0,1132.030029,0.38,0.87,1.43,0.71,28.11
2020-10-23,112.99752,82572600.0,1134.150024,0.37,0.85,1.41,0.67,27.55
2020-10-26,113.007339,111850700.0,1127.76001,0.35,0.81,1.37,0.65,32.46
2020-10-27,114.529816,92276800.0,1131.640015,0.34,0.79,1.34,0.63,33.35
2020-10-28,109.225685,143937800.0,1128.22998,0.34,0.79,1.34,0.63,40.28
2020-10-29,113.27256,146129200.0,1134.180054,0.38,0.85,1.39,0.69,37.59
2020-10-30,106.927246,190272600.0,1129.52002,0.38,0.88,1.43,0.74,38.02
2020-11-02,106.838829,122866900.0,1135.609985,0.38,0.87,1.41,0.71,37.13
2020-11-03,108.479202,107624400.0,1132.140015,0.39,0.9,1.44,0.73,35.55
2020-11-04,112.909119,138235500.0,1130.329956,0.33,0.78,1.33,0.64,29.57
2020-11-05,116.916679,126387100.0,1129.73999,0.33,0.79,1.32,0.65,27.58
2020-11-06,116.783867,114457900.0,1122.630005,0.36,0.83,1.37,0.67,24.86
2020-11-09,114.45192,154515300.0,1121.150024,0.44,0.96,1.51,0.79,25.75
2020-11-10,114.107513,138023400.0,1118.689941,0.46,0.98,1.53,0.79,24.8
2020-11-11,117.570992,112295000.0,1116.079956,,,,0.79,23.45
2020-11-12,117.295486,103162300.0,1111.449951,0.4,0.88,1.42,0.71,25.35
2020-11-13,117.344688,81581900.0,1114.910034,0.41,0.89,1.43,0.72,23.1
2020-11-16,118.368011,91183000.0,1107.76001,0.41,0.91,1.44,0.72,22.45
2020-11-17,117.472618,74271000.0,1106.089966,0.39,0.87,1.4,0.69,22.71
2020-11-18,116.134453,76322100.0,1104.949951,0.4,0.88,1.42,0.72,23.84
2020-11-19,116.734657,74113000.0,1105.900024,0.39,0.86,1.38,0.68,23.11
2020-11-20,115.455528,73604300.0,1114.140015,0.38,0.83,1.33,0.67,23.7
2020-11-23,112.021591,127959300.0,1113.829956,0.39,0.86,1.36,0.7,22.66
2020-11-24,113.320381,113874200.0,1113.079956,0.39,0.88,1.4,0.72,21.64
2020-11-25,114.166573,76499200.0,1109.709961,0.39,0.88,1.41,0.71,21.25
2020-11-27,114.717567,46691300.0,1105.560059,0.37,0.84,1.36,0.68,20.84
2020-11-30,117.138077,169410200.0,1104.329956,0.36,0.84,1.37,0.68,20.57
2020-12-01,120.749138,127728200.0,1108.51001,0.42,0.92,1.46,0.75,20.77
2020-12-02,121.103355,89004200.0,1106.280029,0.42,0.95,1.5,0.79,21.17
2020-12-03,120.965607,78967600.0,1099.380005,0.4,0.92,1.46,0.76,21.28
2020-12-04,120.28669,78260400.0,1091.319946,0.42,0.97,1.53,0.81,20.79
2020-12-07,121.762581,86712000.0,1083.780029,0.4,0.94,1.49,0.8,21.3
2020-12-08,122.382462,82225500.0,1083.680054,0.39,0.92,1.46,0.78,20.68
2020-12-09,119.824219,115089200.0,1084.859985,0.41,0.95,1.48,0.79,22.27
2020-12-10,121.260765,81312200.0,1086.359985,0.39,0.92,1.44,0.78,22.52
2020-12-11,120.444107,86939800.0,1086.369995,0.37,0.9,1.42,0.79,23.31
2020-12-14,119.824219,79184500.0,1091.579956,0.37,0.9,1.43,0.77,24.72
2020-12-15,125.826263,157243700.0,1092.060059,0.37,0.92,1.45,0.81,22.89
2020-12-16,125.757378,98208600.0,1088.209961,0.37,0.92,1.46,0.79,22.5
2020-12-17,126.633087,94359800.0,1091.650024,0.38,0.94,1.47,0.81,21.93
2020-12-18,124.625854,192541500.0,1092.160034,0.39,0.95,1.49,0.82,21.57
2020-12-21,126.170639,121251600.0,1098.97998,0.39,0.95,1.48,0.82,25.16
2020-12-22,129.762039,168904800.0,1101.859985,0.37,0.93,1.45,0.8,24.23
2020-12-23,128.856781,88223700.0,1107.97998,0.38,0.96,1.49,0.83,23.31
2020-12-24,129.850571,54930100.0,1104.800049,0.37,0.94,1.46,0.81,21.53
2020-12-28,134.494766,124486200.0,1099.089966,0.38,0.94,1.46,0.81,21.7
2020-12-29,132.703964,121047300.0,1095.0,0.37,0.94,1.47,0.82,23.08
2020-12-30,131.572464,96452100.0,1092.619995,0.37,0.93,1.46,0.81,22.77
2020-12-31,130.559036,99116600.0,1086.420044,0.36,0.93,1.45,0.8,22.75
2021-01-04,127.33168,143301900.0,1084.72998,0.36,0.93,1.46,0.82,26.97
2021-01-05,128.906036,97664900.0,1086.619995,0.38,0.96,1.49,0.83,25.34
2021-01-06,124.566826,155088000.0,1086.449951,0.43,1.04,1.6,0.9,25.07
2021-01-07,128.817413,109578200.0,1086.949951,0.46,1.08,1.64,0.94,22.37
2021-01-08,129.929291,105158200.0,1093.069946,0.49,1.13,1.67,0.99,21.56
2021-01-11,126.9086,100384500.0,1092.819946,0.5,1.15,1.68,1.01,24.08
2021-01-12,126.731499,91951100.0,1096.449951,0.5,1.15,1.68,1.01,23.33
2021-01-13,128.787857,88636800.0,1093.540039,0.48,1.1,1.63,0.96,22.21
2021-01-14,126.839722,90221800.0,1097.109985,0.49,1.15,1.69,0.99,23.25
2021-01-15,125.098137,111598500.0,1094.900024,0.46,1.11,1.66,0.98,24.34
2021-01-19,125.777069,90757300.0,1103.099976,0.45,1.1,1.65,0.96,23.24
2021-01-20,129.909622,104319500.0,1100.98999,0.45,1.1,1.65,0.97,21.58
2021-01-21,134.671875,120150900.0,1096.25,0.45,1.12,1.68,0.99,21.32
2021-01-22,136.836594,114459400.0,1099.900024,0.44,1.1,1.66,0.97,21.91
2021-01-25,140.62471,157611700.0,1104.640015,0.42,1.05,1.61,0.92,23.19
2021-01-26,140.86087,98390600.0,1101.72998,0.42,1.05,1.61,0.94,23.02
2021-01-27,139.778549,140843800.0,1101.0,0.41,1.04,1.6,0.92,37.21
2021-01-28,134.888351,142621100.0,1107.5,0.42,1.07,1.63,0.95,30.21
2021-01-29,129.840729,177523800.0,1112.290039,0.45,1.11,1.68,1.0,33.09
2021-02-01,131.985703,106239800.0,1117.430054,0.42,1.09,1.66,0.98,30.24
2021-02-02,132.822098,83305400.0,1116.880005,0.45,1.12,1.69,1.01,25.56
2021-02-03,131.78894,89880900.0,1113.609985,0.46,1.15,1.73,1.04,22.91
2021-02-04,135.183517,84183100.0,1113.150024,0.46,1.15,1.75,1.04,21.77
2021-02-05,134.764771,75693800.0,1119.130005,0.47,1.19,1.79,1.1,20.87
2021-02-08,134.912537,71297200.0,1116.849976,0.48,1.19,1.78,1.08,21.24
2021-02-09,134.02565,76774200.0,1116.329956,0.48,1.18,1.78,1.07,21.63
2021-02-10,133.414688,73046600.0,1110.0,0.46,1.15,1.75,1.04,21.99
2021-02-11,133.158539,64280000.0,1103.97998,0.46,1.16,1.77,1.05,21.25
2021-02-12,133.394989,60145100.0,1102.219971,0.5,1.2,1.83,1.09,19.97
2021-02-16,131.246796,80576300.0,1102.23999,0.57,1.3,1.92,1.17,21.46
2021-02-17,128.931076,97918500.0,1106.459961,0.57,1.29,1.92,1.18,21.5
2021-02-18,127.817596,96856700.0,1104.550049,0.56,1.29,1.91,1.18,22.49
2021-02-19,127.975273,87668800.0,1106.219971,0.59,1.34,1.98,1.23,22.05
2021-02-22,124.161713,103916400.0,1103.939941,0.61,1.37,2.02,1.26,23.45
2021-02-23,124.023758,158273000.0,1110.670044,0.59,1.37,2.03,1.26,23.11
2021-02-24,123.521194,111039900.0,1109.310059,0.62,1.38,2.07,1.26,21.34
2021-02-25,119.2248,148199500.0,1107.209961,0.81,1.54,2.25,1.37,28.89
2021-02-26,119.490868,164560400.0,1119.130005,0.75,1.44,2.08,1.3,27.95
2021-03-01,125.925606,116307900.0,1123.369995,0.71,1.45,2.11,1.32,23.35
2021-03-02,123.294548,102260900.0,1101.829956,0.67,1.42,2.09,1.29,24.1
2021-03-03,120.27919,112966300.0,1124.329956,0.73,1.47,2.12,1.33,26.67
2021-03-04,118.377357,178155000.0,1129.5,0.77,1.54,2.18,1.4,28.57
2021-03-05,119.648537,153766600.0,1133.349976,0.79,1.56,2.18,1.42,24.66
2021-03-08,114.662354,154376600.0,1127.48999,0.86,1.59,2.2,1.42,25.47
2021-03-09,119.323349,129525800.0,1140.22998,0.83,1.55,2.16,1.38,24.03
2021-03-10,118.229553,111943300.0,1134.910034,0.8,1.53,2.15,1.37,22.56
2021-03-11,120.180641,103026500.0,1136.01001,0.78,1.54,2.18,1.4,21.91
2021-03-12,119.264214,88105100.0,1129.640015,0.85,1.64,2.31,1.5,20.69
2021-03-15,122.181038,92403800.0,1134.5,0.84,1.62,2.27,1.48,20.03
2021-03-16,123.737991,115227900.0,1131.390015,0.83,1.62,2.3,1.47,19.79
2021-03-17,122.939804,111932600.0,1129.839966,0.8,1.63,2.32,1.5,19.23
2021-03-18,118.771515,121229700.0,1121.130005,0.86,1.71,2.36,1.55,21.58
2021-03-19,118.239395,185549500.0,1126.109985,0.9,1.74,2.36,1.58,20.95
2021-03-22,121.589783,111912300.0,1127.47998,0.87,1.69,2.29,1.54,18.88
2021-03-23,120.752197,95467100.0,1125.119995,0.83,1.63,2.24,1.48,20.3
2021-03-24,118.337936,88530500.0,1133.199951,0.83,1.62,2.21,1.48,21.2
2021-03-25,118.830643,98844700.0,1134.47998,0.82,1.63,2.24,1.49,19.81
2021-03-26,119.441597,94071200.0,1134.209961,0.85,1.67,2.27,1.53,18.86
2021-03-29,119.618988,80819200.0,1127.959961,0.89,1.73,2.32,1.59,20.74
2021-03-30,118.150711,85671900.0,1131.650024,0.9,1.73,2.29,1.57,19.61
2021-03-31,120.367882,118323800.0,1132.319946,0.92,1.74,2.31,1.58,19.4
2021-04-01,121.205482,75089100.0,1127.199951,0.9,1.69,2.24,1.52,17.33
2021-04-05,124.063171,88651200.0,1128.790039,0.94,1.73,2.28,1.56,17.91
