Date,Cash & Cash Equivalents,Total Current Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Debt,Adj Close
2018-12-04,242855.05494505496,138221.13186813187,233301.7142857143,371522.8461538461,110383.54945054944,146199.21978021978,256582.76923076922,114662.14285714286,42.453102111816406
2018-12-06,243029.45054945056,138429.6813186813,233268.85714285713,371698.53846153844,110215.50549450549,146306.8021978022,256522.3076923077,114667.57142857143,41.97976303100586
2018-12-07,243116.64835164836,138533.95604395604,233252.42857142858,371786.3846153846,110131.48351648351,146360.5934065934,256492.07692307694,114670.28571428571,40.48289489746094
2018-12-10,243378.24175824175,138846.78021978022,233203.14285714287,372049.92307692306,109879.41758241758,146521.96703296702,256401.38461538462,114678.42857142857,40.74959564208984
2018-12-11,243465.43956043955,138951.05494505496,233186.7142857143,372137.76923076925,109795.3956043956,146575.75824175825,256371.15384615384,114681.14285714286,40.51653671264648
2018-12-12,243552.63736263735,139055.32967032967,233170.2857142857,372225.6153846154,109711.37362637362,146629.54945054944,256340.92307692306,114683.85714285714,40.62945556640625
2018-12-13,243639.83516483515,139159.6043956044,233153.85714285713,372313.46153846156,109627.35164835164,146683.34065934067,256310.6923076923,114686.57142857143,41.073951721191406
2018-12-14,243727.03296703298,139263.8791208791,233137.42857142858,372401.3076923077,109543.32967032967,146737.13186813187,256280.46153846153,114689.28571428571,39.75968551635742
2018-12-17,243988.62637362638,139576.7032967033,233088.14285714287,372664.8461538461,109291.26373626373,146898.5054945055,256189.76923076922,114697.42857142857,39.38967514038086
2018-12-18,244075.82417582418,139680.97802197802,233071.7142857143,372752.6923076923,109207.24175824175,146952.2967032967,256159.53846153847,114700.14285714286,39.90145111083984
2018-12-19,244163.02197802198,139785.25274725276,233055.2857142857,372840.53846153844,109123.21978021978,147006.0879120879,256129.3076923077,114702.85714285714,38.65685272216797
2018-12-20,244250.21978021978,139889.52747252746,233038.85714285713,372928.3846153846,109039.1978021978,147059.8791208791,256099.07692307694,114705.57142857143,37.68135833740234
2018-12-21,244337.41758241758,139993.8021978022,233022.42857142858,373016.23076923075,108955.17582417582,147113.67032967033,256068.84615384616,114708.28571428571,36.21573257446289
2018-12-24,244599.010989011,140306.62637362638,232973.14285714287,373279.76923076925,108703.10989010989,147275.04395604396,255978.15384615384,114716.42857142857,35.27867126464844
2018-12-26,244773.4065934066,140515.17582417582,232940.2857142857,373455.46153846156,108535.06593406593,147382.62637362638,255917.6923076923,114721.85714285714,37.76304626464844
